genome_id,genome_name,repository,species_id,sra_accession,quality_level,completeness,contamination,count_contigs,genome_length,avg_contig_length,contig_N50,average_depth,percent_contigs_5x_depth,count_trnas,rrna_5s_present,rrna_16s_present,rrna_23s_present,species_alt_id,species_name,representative_genome,gtdb_taxonomy,operational_taxonomy,count_hgm,count_ref,gut_species,new_species,cultured_species,high_quality
28035.27.patric,Staphylococcus lugdunensis strain VISLISI_33,PATRIC,OTU-11012,,high,99.61,0.0,2,2667001,1333500.0,2662682,,,20,Yes,Yes,Yes,215587,Staphylococcus lugdunensis,28035.27,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis,d__Bacteria;p__01;c__014;o__052;f__0103;g__0424;s__11012,3,54,Yes,No,Yes,Yes
1492.45.patric,Clostridium butyricum strain HM-68,PATRIC,OTU-11659,,high,99.19,0.0,2,4604758,2302380.0,3835983,,,20,Yes,Yes,Yes,246711,Clostridium butyricum,1492.45,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium butyricum,d__Bacteria;p__18;c__124;o__736;f__1442;g__5956;s__11659,15,25,Yes,No,Yes,Yes
1423731.3.patric,Lactobacillus capillatus DSM 19910,PATRIC,OTU-10271,,high,99.48,0.0,61,2232918,36605.2,110492,,,20,No,Yes,Yes,262834,Lactobacillus capillatus,1423731.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O capillatus,d__Bacteria;p__01;c__014;o__053;f__0107;g__0456;s__10271,0,2,Yes,No,Yes,Yes
1353243.3.patric,Streptococcus anginosus subsp. whileyi MAS624,PATRIC,OTU-10527,,high,100.0,0.0,1,2122284,2122280.0,2122284,,,20,Yes,Yes,Yes,215956,Streptococcus anginosus,1353243.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus anginosus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10527,1,3,Yes,No,Yes,Yes
698963.3.patric,Corynebacterium diphtheriae C7 (beta),PATRIC,OTU-02515,,high,99.45,0.0,1,2499189,2499190.0,2499189,,,20,Yes,Yes,Yes,261667,Corynebacterium sp.,698963.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae,d__Bacteria;p__23;c__114;o__656;f__1267;g__5136;s__02515,0,197,Yes,No,Yes,Yes
1451189.3.patric,Corynebacterium falsenii DSM 44353,PATRIC,OTU-02520,,high,99.32,0.45,2,2719616,1359810.0,2677607,,,20,Yes,Yes,Yes,275739,Corynebacterium sp.,1451189.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium falsenii,d__Bacteria;p__23;c__114;o__656;f__1267;g__5149;s__02520,0,1,Yes,No,Yes,Yes
1122990.3.patric,Prevotella paludivivens DSM 17968,PATRIC,OTU-05051,,high,98.99,0.34,62,3453917,55708.3,112235,,,18,Yes,No,Yes,279970,Prevotella paludivivens,1122990.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella paludivivens,d__Bacteria;p__21;c__101;o__592;f__1144;g__4370;s__05051,0,3,Yes,No,Yes,Yes
938293.3.patric,Anaerococcus sp. 9402080,PATRIC,OTU-13724,,high,98.78,1.83,54,2216958,41054.8,102843,,,19,Yes,Yes,Yes,265427,Anaerococcus sp.,938293.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Anaerococcus,d__Bacteria;p__18;c__124;o__763;f__1529;g__6721;s__13724,0,2,Yes,No,Yes,Yes
767100.3.patric,Parvimonas sp. oral taxon 110 str. F0139,PATRIC,OTU-13754,,high,96.25,0.7,2,1556464,778232.0,852999,,,20,Yes,Yes,Yes,274893,Parvimonas sp.,767100.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__,d__Bacteria;p__18;c__124;o__763;f__1530;g__6724;s__13754,0,1,Yes,No,Yes,Yes
1122240.3.patric,Microvirgula aerodenitrificans DSM 15089,PATRIC,OTU-18750,,high,100.0,0.0,61,4036568,66173.2,161619,,,20,Yes,Yes,Yes,274677,Microvirgula aerodenitrificans,1122240.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Aquaspirillaceae;g__Microvirgula;s__Microvirgula aerodenitrificans,d__Bacteria;p__08;c__064;o__329;f__0620;g__1887;s__18750,0,1,Yes,No,Yes,Yes
1262806.3.patric,Clostridium sp. CAG:433,PATRIC,OTU-10824,,high,93.82,0.56,41,1347407,32863.6,58821,,,20,Yes,No,Yes,260879,RF39 sp.,1262806.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-433;g__CAG-433;s__CAG-433 sp1,d__Bacteria;p__01;c__014;o__047;f__0088;g__0365;s__10824,25,1,Yes,No,No,Yes
1522307.3.patric,Bacillus sp. SIT1,PATRIC,OTU-09590,,high,96.68,2.32,14,4111990,293714.0,2871263,,,20,No,Yes,No,265438,Bacillus sp.,1522307.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caldibacillaceae;g__Bacillus_J;s__Bacillus_J andreraoultii,d__Bacteria;p__01;c__014;o__052;f__0104;g__0569;s__09590,0,3,Yes,No,Yes,Yes
1208313.3.patric,Piscicoccus intestinalis NBRC 104926,PATRIC,OTU-01998,,high,98.9,1.92,336,4713213,14027.4,26952,,,20,Yes,Yes,Yes,263683,Piscicoccus intestinalis,1208313.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Piscicoccus;s__Piscicoccus intestinalis,d__Bacteria;p__23;c__114;o__654;f__1261;g__5078;s__01998,0,2,Yes,No,Yes,Yes
1423763.3.patric,Lactobacillus kalixensis DSM 16043,PATRIC,OTU-10111,,high,99.03,0.32,108,2078190,19242.5,63592,,,19,Yes,Yes,Yes,270842,Lactobacillus kalixensis,1423763.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kalixensis,d__Bacteria;p__01;c__014;o__054;f__0106;g__0446;s__10111,0,2,Yes,No,Yes,Yes
1263028.3.patric,Firmicutes bacterium CAG:536,PATRIC,OTU-09844,,high,96.43,3.47,69,1657704,24024.7,44610,,,16,No,No,No,216375,Erysipelotrichaceae sp.,1263028.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAG-536;s__,d__Bacteria;p__01;c__014;o__046;f__0082;g__0290;s__09844,9,1,Yes,No,No,Yes
1262989.3.patric,Firmicutes bacterium CAG:94,PATRIC,OTU-12916,,high,94.41,0.67,264,2550619,9661.44,20789,,,17,No,No,No,253957,Neglecta sp.,1262989.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Neglecta;s__,d__Bacteria;p__18;c__124;o__751;f__1490;g__6258;s__12916,13,1,Yes,No,No,Yes
68892.8.patric,Streptococcus infantis strain DD18,PATRIC,OTU-10487,,high,98.17,0.62,56,2111724,37709.4,239091,,,19,Yes,Yes,Yes,279162,Streptococcus infantis,68892.8,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10487,0,1,Yes,No,Yes,Yes
61646.65.patric,Lelliottia amnigena strain FDAARGOS_395 strain Not applicable,PATRIC,OTU-20525,,high,99.67,0.43,1,4469608,4469610.0,4469608,,,20,Yes,Yes,Yes,279225,Lelliottia amnigena,61646.65,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia amnigena,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20525,0,3,Yes,No,Yes,Yes
73098.4.patric,Kluyvera georgiana strain YDC799,PATRIC,OTU-20498,,high,92.22,0.93,1,5006140,5006140.0,5006140,,,20,Yes,Yes,Yes,278947,Kluyvera georgiana,73098.4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20498,0,1,Yes,No,Yes,Yes
1122997.3.patric,Propionibacterium jensenii DSM 20535,PATRIC,OTU-03442,,high,99.67,0.0,57,3027984,53122.5,155416,,,20,Yes,Yes,No,275902,Acidipropionibacterium sp.,1122997.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium jensenii,d__Bacteria;p__23;c__114;o__656;f__1269;g__5217;s__03442,0,2,Yes,No,Yes,Yes
1736.8.patric,Eubacterium limosum strain SA11,PATRIC,OTU-11772,,high,99.3,0.0,1,4150332,4150330.0,4150332,,,20,Yes,Yes,Yes,239196,Eubacterium sp.,1736.8,d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum,d__Bacteria;p__18;c__124;o__770;f__1552;g__6848;s__11772,0,3,Yes,No,Yes,Yes
1293.6.patric,Staphylococcus gallinarum strain DSM 20610,PATRIC,OTU-11006,,high,99.45,0.28,272,3171720,11660.7,348300,,,20,Yes,Yes,Yes,268097,Staphylococcus gallinarum,1293.6,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus gallinarum,d__Bacteria;p__01;c__014;o__052;f__0103;g__0424;s__11006,0,1,Yes,No,Yes,Yes
44008.5.patric,Enterococcus cecorum strain 1711s24,PATRIC,OTU-10059,,high,99.17,0.33,28,2304403,82300.1,170921,,,20,Yes,Yes,Yes,252808,Enterococcus cecorum,44008.5,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_E;s__Enterococcus_E cecorum,d__Bacteria;p__01;c__014;o__053;f__0109;g__0505;s__10059,0,21,Yes,No,Yes,Yes
1574263.3.patric,Candidatus Stoquefichus sp. KLE1796,PATRIC,OTU-09818,,high,100.0,0.94,114,3151416,27644.0,63117,,,15,No,Yes,Yes,273294,Stoquefichus sp.,1574263.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Stoquefichus;s__,d__Bacteria;p__01;c__014;o__045;f__0076;g__0258;s__09818,0,1,Yes,No,Yes,Yes
1122619.3.patric,Oligella ureolytica DSM 18253,PATRIC,OTU-19226,,high,99.84,0.6,99,2668217,26951.7,62363,,,19,Yes,Yes,Yes,271760,Oligella ureolytica,1122619.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Oligella;s__Oligella ureolytica,d__Bacteria;p__08;c__064;o__329;f__0614;g__1813;s__19226,0,1,Yes,No,Yes,Yes
1506471.3.patric,Sutterellaceae bacterium ND3,PATRIC,OTU-19511,,high,98.12,0.0,7,2476884,353841.0,585375,,,19,Yes,Yes,Yes,209814,Sutterella sp.,1506471.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__,d__Bacteria;p__08;c__064;o__329;f__0616;g__1864;s__19511,19,3,Yes,No,Yes,Yes
1469950.3.patric,Robinsoniella sp. KNHs210,PATRIC,OTU-12466,,high,99.37,0.95,4,7561574,1890390.0,5785622,,,20,No,Yes,Yes,225135,Robinsoniella peoriensis,1469950.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella;s__Robinsoniella peoriensis,d__Bacteria;p__18;c__124;o__762;f__1517;g__6662;s__12466,0,4,Yes,No,Yes,Yes
1127692.3.patric,Capnocytophaga sp. oral taxon 332 str. F0381,PATRIC,OTU-06409,,high,99.52,0.71,259,2658355,10263.9,32825,,,18,Yes,Yes,Yes,272015,Capnocytophaga sp.,1127692.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__,d__Bacteria;p__21;c__101;o__587;f__1124;g__4182;s__06409,0,1,Yes,No,Yes,Yes
1321779.3.patric,Leptotrichia sp. oral taxon 215 str. W9775,PATRIC,OTU-14340,,high,100.0,3.18,95,2304392,24256.8,81344,,,17,Yes,Yes,Yes,273575,Leptotrichia sp.,1321779.3,d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__,d__Bacteria;p__01;c__006;o__022;f__0036;g__0108;s__14340,0,1,Yes,No,Yes,Yes
1034347.3.patric,Bacillus massiliosenegalensis JC6,PATRIC,OTU-09412,,high,98.85,4.19,102,4895941,47999.4,81609,,,20,Yes,Yes,Yes,279728,Bacillus massiliosenegalensis,1034347.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_V;s__Bacillus_V massiliosenegalensis,d__Bacteria;p__01;c__014;o__052;f__0104;g__0576;s__09412,0,1,Yes,No,Yes,Yes
1158614.4.patric,Enterococcus gilvus ATCC BAA-350 [PRJNA206359],PATRIC,OTU-10035,,high,99.31,3.59,5,4179913,835983.0,3038269,,,20,No,No,No,243734,Enterococcus gilvus,1158614.4,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A gilvus,d__Bacteria;p__01;c__014;o__053;f__0109;g__0503;s__10035,2,5,Yes,No,Yes,Yes
1321786.3.patric,Selenomonas sp. oral taxon 892 str. F0426,PATRIC,OTU-14063,,high,99.31,0.05,111,2307692,20790.0,82220,,,19,Yes,Yes,Yes,267886,Centipeda sp.,1321786.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__,d__Bacteria;p__18;c__123;o__723;f__1407;g__5733;s__14063,0,1,Yes,No,Yes,Yes
199.475.patric,Campylobacter concisus strain RCH 26,PATRIC,OTU-08944,,high,99.26,0.49,23,1915934,83301.5,300266,,,19,Yes,Yes,Yes,279171,Campylobacter concisus,199.475,d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A,d__Bacteria;p__10;c__055;o__264;f__0507;g__1497;s__08944,0,1,Yes,No,Yes,Yes
1364.29.patric,Lactococcus piscium strain CNCM I-4031,PATRIC,OTU-10357,,high,98.49,0.69,2,2257066,1128530.0,2236873,,,20,Yes,Yes,Yes,262123,Lactococcus piscium,1364.29,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus piscium,d__Bacteria;p__01;c__014;o__053;f__0110;g__0493;s__10357,0,4,Yes,No,Yes,Yes
402626.5.patric,Ralstonia pickettii 12J,PATRIC,OTU-19409,,high,99.94,0.0,3,5325729,1775240.0,3942557,,,20,Yes,Yes,Yes,262217,Ralstonia pickettii,402626.5,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ralstonia,d__Bacteria;p__08;c__064;o__329;f__0614;g__1833;s__19409,1,18,Yes,No,Yes,Yes
1009464.3.patric,Gardnerella vaginalis HMP9231,PATRIC,OTU-01807,,high,100.0,0.0,1,1726519,1726520.0,1726519,,,20,Yes,Yes,Yes,261015,Gardnerella vaginalis,1009464.3,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale,d__Bacteria;p__23;c__114;o__653;f__1260;g__5069;s__01807,0,22,Yes,No,Yes,Yes
214482.4.patric,Neisseria elongata subsp. elongata,PATRIC,OTU-19761,,high,99.9,0.23,23,2360727,102640.0,231533,,,20,Yes,Yes,Yes,258715,Neisseria elongata,214482.4,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Neisseria_D;s__Neisseria_D elongata,d__Bacteria;p__08;c__064;o__329;f__0620;g__1884;s__19761,1,7,Yes,No,Yes,Yes
888816.3.patric,Streptococcus sanguinis SK355,PATRIC,OTU-10495,,high,100.0,0.0,37,2353231,63600.8,102682,,,19,Yes,Yes,Yes,268692,Streptococcus sanguinis,888816.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10495,0,1,Yes,No,Yes,Yes
1262777.3.patric,Clostridium sp. CAG:167,PATRIC,OTU-12288,,high,95.75,0.0,105,2167364,20641.6,48040,,,12,No,No,No,244286,Eubacterium sp.,1262777.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6516;s__12288,21,1,Yes,No,No,Yes
1321781.3.patric,Mitsuokella sp. oral taxon 131 str. W9106,PATRIC,OTU-14085,,high,98.91,0.08,34,2312457,68013.4,128079,,,18,Yes,Yes,Yes,278903,Mitsuokella sp.,1321781.3,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__,d__Bacteria;p__18;c__123;o__723;f__1407;g__5734;s__14085,0,1,Yes,No,Yes,Yes
28037.221.patric,Streptococcus mitis strain 850_SMIT,PATRIC,OTU-10439,,high,99.82,0.47,250,2084604,8338.42,20899,,,14,Yes,Yes,Yes,278220,Streptococcus mitis,28037.221,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10439,0,1,Yes,No,Yes,Yes
1423783.4.patric,Lactobacillus pantheris DSM 15945 = JCM 12539 = NBRC 106106,PATRIC,OTU-10144,,high,98.95,1.57,62,2541966,40999.4,147998,,,19,No,Yes,Yes,267091,Lactobacillus pantheris,1423783.4,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C pantheris,d__Bacteria;p__01;c__014;o__053;f__0105;g__0451;s__10144,0,4,Yes,No,Yes,Yes
1423815.3.patric,Lactobacillus versmoldensis DSM 14857 = KCTC 3814,PATRIC,OTU-10263,,high,99.48,0.59,62,2373204,38277.5,106879,,,16,Yes,Yes,Yes,265873,Lactobacillus versmoldensis,1423815.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K versmoldensis,d__Bacteria;p__01;c__014;o__053;f__0105;g__0437;s__10263,0,3,Yes,No,Yes,Yes
28037.216.patric,Streptococcus mitis strain UC921A,PATRIC,OTU-10408,,high,100.0,0.76,11,1791991,162908.0,226881,,,20,Yes,Yes,Yes,263328,Streptococcus mitis,28037.216,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10408,0,1,Yes,No,Yes,Yes
880526.4.patric,Rikenella microfusus DSM 15922,PATRIC,OTU-05673,,high,100.0,0.0,3,2879976,959992.0,1337781,,,20,Yes,Yes,Yes,266978,Rikenella microfusus,880526.4,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella microfusus,d__Bacteria;p__21;c__101;o__591;f__1149;g__4508;s__05673,0,1,Yes,No,Yes,Yes
28037.97.patric,Streptococcus mitis strain SK642,PATRIC,OTU-10376,,high,99.82,0.2,11,1989639,180876.0,505369,,,19,Yes,Yes,Yes,277694,Streptococcus mitis,28037.97,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10376,0,1,Yes,No,Yes,Yes
1280692.3.patric,Clostridium cadaveris AGR2141,PATRIC,OTU-11737,,high,99.19,0.81,45,3538661,78636.9,141803,,,17,Yes,Yes,Yes,272621,Clostridium cadaveris,1280692.3,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris,d__Bacteria;p__18;c__124;o__736;f__1442;g__5960;s__11737,0,3,Yes,No,Yes,Yes
1077464.27.patric,Streptococcus oralis subsp. tigurinus strain OD_314165_09,PATRIC,OTU-10366,,high,99.67,0.2,18,1951470,108415.0,258376,,,20,Yes,Yes,Yes,268436,Streptococcus oralis,1077464.27,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10366,0,1,Yes,No,Yes,Yes
1522315.3.patric,bacterium mt3,PATRIC,OTU-11294,,high,95.51,0.0,9,3755739,417304.0,3614356,,,20,Yes,Yes,Yes,269059,Numidum sp.,1522315.3,d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Thermoactinomycetales;f__Numidaceae;g__Numidum;s__Numidum massiliense,d__Bacteria;p__18;c__123;o__730;f__1429;g__5857;s__11294,0,1,Yes,No,Yes,Yes
649349.3.patric,Leadbetterella byssophila DSM 17132,PATRIC,OTU-06131,,high,98.96,0.3,1,4059653,4059650.0,4059653,,,20,Yes,Yes,Yes,263629,Leadbetterella byssophila,649349.3,d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__Leadbetterella byssophila,d__Bacteria;p__21;c__101;o__597;f__1170;g__4678;s__06131,0,1,Yes,No,Yes,Yes
1462525.3.patric,Thalassobacillus sp. TM-1,PATRIC,OTU-09640,,high,99.33,0.33,5,4066265,813253.0,3203122,,,19,Yes,Yes,Yes,264808,Thalassobacillus sp.,1462525.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Halobacillaceae;g__Thalassobacillus;s__,d__Bacteria;p__01;c__014;o__052;f__0104;g__0563;s__09640,0,1,Yes,No,Yes,Yes
1002339.3.patric,Psychrobacter sp. 1501(2011),PATRIC,OTU-21859,,high,99.78,0.32,234,3050061,13034.5,23805,,,20,Yes,Yes,Yes,258081,Psychrobacter sp.,1002339.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__,d__Bacteria;p__08;c__064;o__361;f__0705;g__2426;s__21859,0,3,Yes,No,Yes,Yes
1661.13.patric,Trueperella pyogenes strain TP6375,PATRIC,OTU-01717,,high,100.0,0.0,1,2338390,2338390.0,2338390,,,20,Yes,Yes,Yes,248084,Trueperella pyogenes,1661.13,d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella pyogenes,d__Bacteria;p__23;c__114;o__654;f__1271;g__5256;s__01717,0,5,Yes,No,Yes,Yes
1267000.5.patric,Mycoplasma hominis ATCC 27545,PATRIC,OTU-10684,,high,100.0,0.75,1,715165,715165.0,715165,,,20,Yes,Yes,Yes,250796,Mycoplasma hominis,1267000.5,d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae_B;g__Mycoplasma_D;s__Mycoplasma_D hominis,d__Bacteria;p__01;c__011;o__035;f__0057;g__0181;s__10684,1,14,Yes,No,Yes,Yes
1261635.4.patric,Roseburia sp. 831b,PATRIC,OTU-12479,,high,99.52,1.21,23,3390987,147434.0,557474,,,20,Yes,Yes,Yes,268355,Roseburia sp.,1261635.4,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__,d__Bacteria;p__18;c__124;o__762;f__1517;g__6617;s__12479,0,1,Yes,No,Yes,Yes
1286.64.patric,Staphylococcus simulans strain FDAARGOS_383 strain Not applicable,PATRIC,OTU-11024,,high,99.45,0.55,2,2871975,1435990.0,2702288,,,20,Yes,Yes,Yes,225246,Staphylococcus simulans,1286.64,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus simulans,d__Bacteria;p__01;c__014;o__052;f__0103;g__0424;s__11024,0,20,Yes,No,Yes,Yes
1120973.4.patric,Alicyclobacillus pohliae DSM 22757,PATRIC,OTU-11316,,high,98.46,3.33,135,3363524,24915.0,74762,,,20,Yes,Yes,No,273665,Alicyclobacillus pohliae,1120973.4,d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Tumebacillales;f__Tumebacillaceae;g__Effusibacillus;s__Effusibacillus pohliae,d__Bacteria;p__18;c__123;o__730;f__1427;g__5854;s__11316,0,2,Yes,No,Yes,Yes
1005705.3.patric,Streptococcus infantis SK1076,PATRIC,OTU-10382,,high,100.0,0.17,30,1744061,58135.4,78570,,,20,Yes,Yes,Yes,278115,Streptococcus infantis,1005705.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10382,0,1,Yes,No,Yes,Yes
754307.3.patric,Escherichia sp. B1147,PATRIC,OTU-20436,,high,99.26,0.07,43,4570719,106296.0,298005,,,20,Yes,Yes,Yes,266328,Escherichia sp.,754307.3,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__08;c__064;o__363;f__0707;g__2434;s__20436,0,1,Yes,No,Yes,Yes
1262846.3.patric,Clostridium sp. CAG:914,PATRIC,OTU-10820,,high,94.38,4.49,49,1256209,25636.9,81632,,,15,No,No,No,256402,RF39 sp.,1262846.3,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-914;s__,d__Bacteria;p__01;c__014;o__047;f__0086;g__0345;s__10820,13,1,Yes,No,No,Yes
1313.6967.patric,Streptococcus pneumoniae P210195-51,PATRIC,OTU-10464,,high,99.82,0.2,26,2052384,78937.9,152946,,,20,Yes,Yes,Yes,275813,Streptococcus pneumoniae,1313.6967,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,d__Bacteria;p__01;c__014;o__053;f__0110;g__0496;s__10464,0,1,Yes,No,Yes,Yes
49338.4.patric,Desulfitobacterium hafniense strain PCE-S,PATRIC,OTU-13838,,high,98.98,3.15,24,5666696,236112.0,5594916,,,19,Yes,Yes,Yes,256610,Desulfitobacterium sp.,49338.4,d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacterium hafniense,d__Bacteria;p__18;c__123;o__725;f__1415;g__5793;s__13838,0,10,Yes,No,Yes,Yes
